id	role	alias	tag
9105	Additional Sound Engine Programmer	additional sound engine programmer	PERFORMER
3526	Additional Sound Engineer	additional sound engineer	PERFORMER
9265	Additional Sound Engineering Studio	additional sound engineering studio	PERFORMER
1486	Additional Sound Implementation	additional sound implementation	PERFORMER
8758	Additional Sound Integration	additional sound integration	PERFORMER
9748	Additional Sound Lead	additional sound lead	PERFORMER
10216	Additional Sound Mixing Engineer	additional sound mixing engineer	PERFORMER
6885	Additional Sound Processing	additional sound processing	PERFORMER
3635	Additional Sound Producer	additional sound producer	PERFORMER
8617	Additional Sound Production	additional sound production	PERFORMER
3948	Additional Sound Programmer	additional sound programmer	PERFORMER
6136	Additional Sound Recording Engineer	additional sound recording engineer	PERFORMER
8341	Additional Sound Services	additional sound services	PERFORMER
1923	Additional Sound Staff	additional sound staff	PERFORMER
1381	Additional Sound Support	additional sound support	PERFORMER
7227	Additional Sound Tester	additional sound tester	PERFORMER
9859	Additional Soundtrack Editor	additional soundtrack editor	PERFORMER
5314	Additional Staff	additional staff	PERFORMER
5678	Additional Stage Crew	additional stage crew	PERFORMER
2423	Additional Step Sequence Programming	additional step sequence programming	PERFORMER
9035	Additional String Charts	additional string charts	PERFORMER
4861	Additional Strings	additional strings	PERFORMER
2347	Additional Strings Arranger	additional strings arranger	ARRANGER
8262	Additional Strings Programmer	additional strings programmer	PERFORMER
7354	Additional Strings Recording Engineer	additional strings recording engineer	PERFORMER
9150	Additional Strings Recording Studio	additional strings recording studio	PERFORMER
9149	Additional Studio Engineer	additional studio engineer	PERFORMER
10463	Additional Supervisor	additional supervisor	PERFORMER
654	Additional Support	additional support	PERFORMER
2346	Additional Synthesizer	additional synthesizer	PERFORMER
9133	Additional Synthesizer Editor	additional synthesizer editor	PERFORMER
8522	Additional Synthesizer Production	additional synthesizer production	PERFORMER
1245	Additional Synthesizer Programming	additional synthesizer programming	PERFORMER
9690	Additional Synthesizer Recording Engineer	additional synthesizer recording engineer	PERFORMER
9689	Additional Synthesizer Recording Studio	additional synthesizer recording studio	PERFORMER
8476	Additional Synthesizer Sound Designer	additional synthesizer sound designer	PERFORMER
6121	Additional Technical Sound Designer	additional technical sound designer	PERFORMER
9220	Additional Tenor Saxophone	additional tenor saxophone	PERFORMER
9361	Additional Text	additional text	PERFORMER
4522	Additional Theme Music	additional theme music	PERFORMER
10176	Additional Theme Song Arranger	additional theme song arranger	ARRANGER
2955	Additional Timpani	additional timpani	PERFORMER
7323	Additional Timpani Recording Engineer	additional timpani recording engineer	PERFORMER
7324	Additional Timpani Recording Studio	additional timpani recording studio	PERFORMER
4410	Additional Track	additional track	PERFORMER
7363	Additional Track Maker	additional track maker	PERFORMER
8477	Additional Track Producer	additional track producer	PERFORMER
4282	Additional Tracking Engineer	additional tracking engineer	PERFORMER
4283	Additional Tracking Studio	additional tracking studio	PERFORMER
8380	Additional Trailer Sound Design	additional trailer sound design	PERFORMER
7118	Additional Transcription	additional transcription	PERFORMER
8536	Additional Transfer	additional transfer	PERFORMER
6302	Additional Translation	additional translation	PERFORMER
4155	Additional Trombone	additional trombone	PERFORMER
4154	Additional Trumpet	additional trumpet	PERFORMER
9739	Additional Tuba	additional tuba	PERFORMER
9569	Additional Tuner	additional tuner	PERFORMER
6424	Additional Upright Bass	additional upright bass	PERFORMER
8291	Additional Vibraphone	additional vibraphone	PERFORMER
10069	Additional Video	additional video	PERFORMER
10108	Additional Video Designer	additional video designer	PERFORMER
3466	Additional Video Sound Effects	additional video sound effects	PERFORMER
4135	Additional Viola	additional viola	PERFORMER
1377	Additional Violin	additional violin	PERFORMER
2414	Additional Vocal Arranger	additional vocal arranger	ARRANGER
7622	Additional Vocal Coach	additional vocal coach	PERFORMER
3714	Additional Vocal Contractor	additional vocal contractor	PERFORMER
2727	Additional Vocal Director	additional vocal director	PERFORMER
7658	Additional Vocal Editing Studio	additional vocal editing studio	PERFORMER
3459	Additional Vocal Editor	additional vocal editor	PERFORMER
7368	Additional Vocal Mixing Engineer	additional vocal mixing engineer	PERFORMER
772	Additional Vocal Production	additional vocal production	PERFORMER
5051	Additional Vocal Recording Engineer	additional vocal recording engineer	PERFORMER
9940	Additional Vocal Tuner	additional vocal tuner	PERFORMER
1366	Additional Vocals	additional vocals	VOCALIST
6818	Additional Vocals Producer	additional vocals producer	PERFORMER
2320	Additional Voice	additional voice	VOCALIST
8232	Additional Voice Effects Processing	additional voice effects processing	PERFORMER
5895	Additional Whistle	additional whistle	PERFORMER
9334	Additional Wood Flute	additional wood flute	PERFORMER
5056	Additional Woodwinds	additional woodwinds	PERFORMER
9810	Additional Woodwinds Composer	additional woodwinds composer	COMPOSER
9942	Additional Work	additional work	PERFORMER
1262	Additional Writer	additional writer	PERFORMER
4289	Administrative Assistant	administrative assistant	PERFORMER
5614	Administrative Coordinator	administrative coordinator	PERFORMER
4442	Administrative Department	administrative department	PERFORMER
9785	Administrative Director	administrative director	PERFORMER
1206	Administrative Executive	administrative executive	PERFORMER
10343	Administrative Manager	administrative manager	PERFORMER
9387	Administrative Music Assistant	administrative music assistant	PERFORMER
2111	Administrator	administrator	PERFORMER
3946	ADPCM	adpcm	PERFORMER
9878	ADPCM Corrections	adpcm corrections	PERFORMER
7411	ADPCM Recording	adpcm recording	PERFORMER
10112	ADR Assistant	adr assistant	PERFORMER
5505	ADR Coordinator	adr coordinator	PERFORMER
8263	ADR Director	adr director	PERFORMER
4471	ADR Editor	adr editor	PERFORMER
5504	ADR Engineer	adr engineer	PERFORMER
8264	ADR Line Producer	adr line producer	PERFORMER
8809	ADR Recording Engineer	adr recording engineer	PERFORMER
8265	ADR Studio	adr studio	PERFORMER
9386	ADR Supervisor	adr supervisor	PERFORMER
3522	Adult Choir	adult choir	PERFORMER
8630	Adult Choir Director	adult choir director	PERFORMER
8632	Adult Chorus	adult chorus	PERFORMER
8631	Adult Chorus Director	adult chorus director	PERFORMER
10398	Adult Vocals	adult vocals	VOCALIST
7413	Adventure ADPCM Sound	adventure adpcm sound	PERFORMER
8674	Adventure Music	adventure music	PERFORMER
7412	Adventure PSG Music	adventure psg music	PERFORMER
7233	Adventure Sound Effects	adventure sound effects	PERFORMER
156	Advisor	advisor	PERFORMER
7076	Advisory Merchandising Producer	advisory merchandising producer	PERFORMER
971	Advisory Producer	advisory producer	PERFORMER
7341	Aeolian Harp	aeolian harp	PERFORMER
6074	Aerophone	aerophone	PERFORMER
9454	AFM Contractor	afm contractor	PERFORMER
2884	African Drums	african drums	PERFORMER
7700	African Instruments	african instruments	PERFORMER
5764	African Percussion	african percussion	PERFORMER
9505	African Vocal Solo	african vocal solo	PERFORMER
9507	African Vocals	african vocals	VOCALIST
9510	African Voice	african voice	VOCALIST
5765	Afro-Cuban Percussion	afro-cuban percussion	PERFORMER
1263	After Effects	after effects	PERFORMER
4881	Afterword	afterword	PERFORMER
10022	Agency Creative Director	agency creative director	PERFORMER
10023	Agency Executive Producer	agency executive producer	PERFORMER
1158	Agent	agent	PERFORMER
6247	Agogô	agogô	PERFORMER
4380	Air Brushing	air brushing	PERFORMER
2218	Air Conditioner	air conditioner	PERFORMER
6787	Air Coordinator	air coordinator	PERFORMER
4556	Aircraft License Manager	aircraft license manager	PERFORMER
8663	Ajaeng	ajaeng	PERFORMER
967	Album Art	album art	PERFORMER
1213	Album Art Designer	album art designer	PERFORMER
1214	Album Art Director	album art director	PERFORMER
4002	Album Assembly	album assembly	PERFORMER
5178	Album Business Affairs	album business affairs	PERFORMER
10075	Album Co-director	album co-director	PERFORMER
6638	Album Co-producer	album co-producer	PERFORMER
2480	Album Co-production	album co-production	PERFORMER
3638	Album Concept	album concept	PERFORMER
6139	Album Concept Organizer	album concept organizer	PERFORMER
1974	Album Concept Planner	album concept planner	PERFORMER
7660	Album Concept Supervisor	album concept supervisor	PERFORMER
3011	Album Constitutor	album constitutor	PERFORMER
5036	Album Construction	album construction	PERFORMER
8033	Album Consultant	album consultant	PERFORMER
5584	Album Coordination Manager	album coordination manager	PERFORMER
1374	Album Coordinator	album coordinator	PERFORMER
7804	Album Design Director	album design director	PERFORMER
7604	Album Design Supervisor	album design supervisor	PERFORMER
2035	Album Designer	album designer	PERFORMER
1370	Album Director	album director	PERFORMER
5140	Album Editor	album editor	PERFORMER
4068	Album Engineer	album engineer	PERFORMER
2798	Album Executive Producer	album executive producer	PERFORMER
5511	Album Graphic Designer	album graphic designer	PERFORMER
2242	Album Illustrator	album illustrator	PERFORMER
5291	Album Interior Art	album interior art	PERFORMER
2189	Album Layout	album layout	PERFORMER
4424	Album Manager	album manager	PERFORMER
9908	Album Marketing	album marketing	PERFORMER
3181	Album Mixing Engineer	album mixing engineer	PERFORMER
5148	Album Mixing Studio	album mixing studio	PERFORMER
8792	Album Music Clearance	album music clearance	PERFORMER
2093	Album Music Co-Supervisor	album music co-supervisor	PERFORMER
4191	Album Organizer	album organizer	PERFORMER
2266	Album Package	album package	PERFORMER
5165	Album Photographer	album photographer	PERFORMER
3288	Album Planner	album planner	PERFORMER
2783	Album Pressing	album pressing	PERFORMER
7915	Album Pressing Assistance	album pressing assistance	PERFORMER
2782	Album Printing	album printing	PERFORMER
1322	Album Producer	album producer	PERFORMER
1011	Album Production	album production	PERFORMER
1406	Album Production Assistance	album production assistance	PERFORMER
2833	Album Production Cooperation	album production cooperation	PERFORMER
9657	Album Production Manager	album production manager	PERFORMER
8862	Album Production Supervisor	album production supervisor	PERFORMER
3289	Album Production Support	album production support	PERFORMER
9907	Album Project Manager	album project manager	PERFORMER
2699	Album Promoter	album promoter	PERFORMER
7116	Album Publicity Assistant	album publicity assistant	PERFORMER
3608	Album Publicity Director	album publicity director	PERFORMER
9880	Album Recording Studio	album recording studio	PERFORMER
9508	Album Remix Engineer	album remix engineer	PERFORMER
4546	Album Sequencing	album sequencing	PERFORMER
4547	Album Sequencing Studio	album sequencing studio	PERFORMER
5139	Album Supervisor	album supervisor	PERFORMER
4425	Album Support	album support	PERFORMER
3942	Album Title	album title	PERFORMER
6803	Algerian Mandole	algerian mandole	PERFORMER
10232	Alive Painting	alive painting	PERFORMER
2211	Alliance Advisor	alliance advisor	PERFORMER
9323	Alliance Coordinator	alliance coordinator	PERFORMER
3230	Alphorn	alphorn	PERFORMER
5780	Alto Balalaika	alto balalaika	PERFORMER
591	Alto Chorus	alto chorus	PERFORMER
1194	Alto Clarinet	alto clarinet	PERFORMER
10183	Alto Cojonelumba	alto cojonelumba	PERFORMER
2438	Alto Crumhorn	alto crumhorn	PERFORMER
726	Alto Flute	alto flute	PERFORMER
9259	Alto Flute Mixing Engineer	alto flute mixing engineer	PERFORMER
9260	Alto Flute Mixing Studio	alto flute mixing studio	PERFORMER
9250	Alto Flute Recording Engineer	alto flute recording engineer	PERFORMER
9251	Alto Flute Recording Studio	alto flute recording studio	PERFORMER
2445	Alto Gemshorn	alto gemshorn	PERFORMER
3810	Alto Melodica	alto melodica	PERFORMER
8314	Alto Ocarina	alto ocarina	PERFORMER
1273	Alto Recorder	alto recorder	PERFORMER
79	Alto Saxophone	alto saxophone	PERFORMER
2442	Alto Shawm	alto shawm	PERFORMER
4805	Alto Sheng	alto sheng	PERFORMER
1746	Alto Soloist	alto soloist	PERFORMER
6243	Alto Suona	alto suona	PERFORMER
4465	Alto Trombone	alto trombone	PERFORMER
812	Alto Vocals	alto vocals	VOCALIST
4649	Aluphone	aluphone	PERFORMER
5396	Amami Shamisen	amami shamisen	PERFORMER
9232	Amami Tategoto	amami tategoto	PERFORMER
5275	Ambience	ambience	PERFORMER
8150	Ambient Music	ambient music	PERFORMER
3583	Ambient Music Designer	ambient music designer	PERFORMER
9131	Ambient Recording Engineer	ambient recording engineer	PERFORMER
9132	Ambient Recording Studio	ambient recording studio	PERFORMER
6021	Ambient Sound Designer	ambient sound designer	PERFORMER
6334	Ambient Sound Editor	ambient sound editor	PERFORMER
10077	America Minyo Lyricist	america minyo lyricist	LYRICIST
6389	American Voice	american voice	VOCALIST
3184	Analapos	analapos	PERFORMER
8050	Analog Editor	analog editor	PERFORMER
10121	Analog Mastering Engineer	analog mastering engineer	PERFORMER
4461	Analog Production Supervisor	analog production supervisor	PERFORMER
4432	Analog Transfer	analog transfer	PERFORMER
8160	Ancient Brass	ancient brass	PERFORMER
9166	Ancient Chinese Harp	ancient chinese harp	PERFORMER
